ArtistName,Ranking,SongName,Year
NEWS,46,WORLD QUEST,2013
東方神起,47,SCREAM,2013
AKB48,48,永遠プレッシャー,2013
山下智久,49,SUMMER NUDE ’13,2013
Not yet,50,ヒリヒリの花,2013
柏木由紀,51,ショートケーキ,2013
赤西仁,52,HEY WHAT’S UP?,2013
EXILE,53,Flower Song,2013
2PM,54,Winter Games,2013
SEKAI NO OWARI,55,RPG,2013
SHINee,55,Boys Meet U,2013
東方神起,57,Very Merry Xmas,2013
キム・ヒョンジュン,58,TONIGHT,2013
水樹奈々×T.M.Revolution,59,革命デュアリズム,2013
山下智久,60,怪・セラ・セラ,2013
三代目 J Soul Brothers from EXILE TRIBE,61,SO RIGHT,2013
GENERATIONS from EXILE TRIBE,62,HOT SHOT,2013
堂本剛,63,瞬き,2013
EXILE TAKAHIRO,64,一千一秒,2013
テゴマス,65,猫中毒,2013
モーニング娘。,66,ブレインストーミング,2013
モーニング娘。,66,君さえ居れば何も要らない,2013
超新星,67,WINNER,2013
モーニング娘。,68,Help me!!,2013
高橋みなみ,69,Jane Doe,2013
桑田佳祐,70,Yin Yang,2013
桑田佳祐,70,涙をぶっとばせ!!,2013
桑田佳祐,70,おいしい秘密,2013
福田こうへい,71,南部蝉しぐれ,2013
堀田家BAND,72,サヨナラ☆ありがとう,2013
E-girls,73,ごめんなさいのKissing You,2013
THE SECOND from EXILE,74,SURVIVORS feat.DJ MAKIDAI from EXILE,2013
THE SECOND from EXILE,74,プライド,2013
EXILE,75,No Limit,2013
花は咲くプロジェクト,76,花は咲く,2013
Perfume,77,未来のミュージアム,2013
GENERATIONS from EXILE TRIBE,78,Love You More,2013
ももいろクローバーZ,79,GOUNN,2013
UVERworld,80,Fight For Liberty,2013
UVERworld,80,Wizard CLUB,2013
SUPER☆GiRLS,81,常夏ハイタッチ,2013
GENERATIONS from EXILE TRIBE,82,ANIMAL,2013
氷川きよし,83,しぐれの港,2013
水樹奈々,84,Vitalization,2013
渡辺麻友,85,ラッパ練習中,2013
Acid Black Cherry,86,Greed Greed Greed,2013
三代目 J Soul Brothers from EXILE TRIBE,87,冬物語,2013
三代目 J Soul Brothers from EXILE TRIBE,88,SPARK,2013
前田敦子,89,タイムマシンなんていらない,2013
KARA,90,バイバイ ハッピーデイズ!,2013
テゴマス,91,サヨナラにさよなら,2013
Perfume,92,Magic of Love,2013
ノースリーブス,93,キリギリス人,2013
ST☆RISH,94,マジLOVE2000%,2013
SUPER JUNIOR-K.R.Y.,95,Promise You,2013
柏木由紀,96,Birthday wedding,2013
KARA,97,サンキュー サマーラブ,2013
氷川きよし,98,満天の瞳,2013
コブクロ,99,One Song From Two Hearts,2013
コブクロ,99,ダイヤモンド,2013
e-girls,100,クルクル,2013
AKB48,1,ラブラドール・レトリバー,2014
AKB48,2,希望的リフレイン,2014
AKB48,3,前しか向かねえ,2014
AKB48,4,鈴懸の木の道で「君の微笑みを夢に見る」と言ってしまったら僕たちの関係はどう変わってしまうのか、僕なりに何日か考えた上でのやや気恥ずかしい結論のようなもの,2014
AKB48,5,心のプラカード,2014
嵐,6,GUTS!,2014
嵐,7,Bittersweet,2014
乃木坂46,8,何度目の青空か?,2014
EXILE TRIBE,9,THE REVOLUTION,2014
乃木坂46,10,気づいたら片想い,2014
乃木坂46,11,夏のFree&Easy;,2014
嵐,12,誰も知らない,2014
SKE48,13,未来とは?,2014
SKE48,14,不器用太陽,2014
NMB48,15,高嶺の林檎,2014
NMB48,16,らしくない,2014
関ジャニ∞,17,キング オブ 男!,2014
Sexy Zone,18,君にHITOMEBORE,2014
HKT48,19,桜、みんなで食べた,2014
関ジャニ∞,20,言ったじゃないか,2014
関ジャニ∞,20,CloveR,2014
HKT48,21,控えめI love you!,2014
ジャニーズWEST,22,ええじゃないか,2014
Kis-My-Ft2,23,Another Future,2014
関ジャニ∞,24,ひびき,2014
SMAP,25,シャレオツ,2014
SMAP,25,ハロー,2014
Kis-My-Ft2,26,光のシグナル,2014
エイトレンジャー,27,ER2,2014
Hey!Say!JUMP,28,AinoArika,2014
Hey!Say!JUMP,28,愛すればもっとハッピーライフ,2014
Hey!Say!JUMP,29,ウィークエンダー,2014
Hey!Say!JUMP,29,明日へのYELL,2014
三代目 J Soul Brothers from EXILE TRIBE,30,R.Y.U.S.E.I.,2014
関ジャニ∞,31,オモイダマ,2014
舞祭組,32,棚からぼたもち,2014
関ジャニ∞,33,がむしゃら行進曲,2014
NEWS,34,ONE -for the win-,2014
Hey!Say!JUMP,35,Ride With Me,2014
ゴールデンボンバー,36,101回目の呪い,2014
EXILE,37,NEW HORIZON,2014
Sexy Zone,38,King&Queen;&Joker;,2014
SMAP,39,Yes we are,2014
SMAP,39,ココカラ,2014
KinKi Kids,40,鍵のない箱,2014
SMAP,41,Top Of The World,2014
SMAP,41,Amazing Discovery,2014
モーニング娘。'14,42,笑顔の君は太陽さ,2014
モーニング娘。'14,42,君の代わりは居やしない,2014
モーニング娘。'14,42,What is LOVE?,2014
KAT-TUN,43,In Fact,2014
Mr.Children,44,足音 ～Be Strong,2014
三代目 J Soul Brothers from EXILE TRIBE,45,C.O.S.M.O.S.～秋桜～,2014
Sexy Zone,46,男 never give up,2014
モーニング娘。'14,47,TIKI BUN,2014
モーニング娘。'14,47,見返り美人,2014
東方神起,48,Sweat,2014
東方神起,48,Answer,2014
SEKAI NO OWARI,49,スノーマジックファンタジー,2014
キング・クリームソーダ,50,ゲラゲラポーのうた,2014
サザンオールスターズ,51,東京VICTORY,2014
モーニング娘。'14,52,時空を超え 宇宙を超え,2014
モーニング娘。'14,52,Password is 0,2014
ジャニーズWEST,53,ジパング・おおきに大作戦,2014
ジャニーズWEST,53,夢を抱きしめて,2014
舞祭組,54,てぃーてぃーてぃーてれって てれてぃてぃてぃ ～だれのケツ～,2014
三代目 J Soul Brothers from EXILE TRIBE,55,S.A.K.U.R.A.,2014
東方神起,56,Hide & Seek,2014
東方神起,56,Something,2014
SEKAI NO OWARI,57,Dragon Night,2014
福田こうへい,58,南部蝉しぐれ,2014
東方神起,59,Time Works Wonders,2014
SEKAI NO OWARI,60,炎と森のカーニバル,2014
2PM,61,ミダレテミナ,2014
V6,62,Sky’s The Limit,2014
福田こうへい,63,峠越え,2014
μ’s,64,それは僕たちの奇跡,2014
μ’s,65,タカラモノズ,2014
μ’s,65,Paradise Live,2014
乃木坂46,66,バレッタ,2014
GENERATIONS from EXILE TRIBE,67,NEVER LET YOU GO,2014
氷川きよし,68,大利根ながれ月,2014
キング・クリームソーダ,69,祭り囃子でゲラゲラポー,2014
キング・クリームソーダ,69,初恋峠でゲラゲラポー,2014
Perfume,70,Cling Cling,2014
Dream5+ブリー隊長,71,ダン・ダン ドゥビ・ズバー!,2014
ももいろクローバーZ,72,泣いてもいいんだよ,2014
キム・ヒョンジュン,73,HOT SUN,2014
ONE OK ROCK,74,Mighty Long Fall,2014
ONE OK ROCK,74,Decision,2014
氷川きよし,75,ちょいときまぐれ渡り鳥,2014
Berryz工房,76,ロマンスを語って,2014
Berryz工房,76,永久の歌,2014
Acid Black Cherry,77,INCUBUS,2014
SUPER JUNIOR,78,Blue World,2014
E-girls,79,Diamond Only,2014
Acid Black Cherry,80,君がいない、あの日から…,2014
SKE48,81,賛成カワイイ!,2014
E-girls,82,Highschool love,2014
V6,83,涙のアトが消える頃,2014
UVERworld,84,ナノ・セカンド,2014
ゴールデンボンバー,85,ローラの傷だらけ,2014
EXILE TAKAHIRO,86,Love Story,2014
AKB48,87,恋するフォーチュンクッキー ,2014
関ジャニ∞,88,ココロ空モヨウ,2014
℃-ute,89,心の叫びを歌にしてみた,2014
℃-ute,89,Love take it all,2014
安室奈美恵,90,TSUKI,2014
水森かおり,91,島根恋旅,2014
EXILE SHOKICHI,92,BACK TO THE FUTURE,2014
ももいろクローバーZ,93,MOON PRIDE,2014
μ’s,94,Dancing stars on me!,2014
星空凛(飯田里穂)・西木野真姫(Pile)・小泉花陽(久保ユリカ)・絢瀬絵里(南條愛乃)・東條希(楠田亜衣奈)・矢澤にこ(徳井青空),94,Love wing bell,2014
μ's,95,どんなときもずっと,2014
島倉千代子,96,からたちの小径,2014
μ’s,97,「KiRa-KiRa Sensation!」,2014
μ’s,97,「Happy maker!」,2014
私立恵比寿中学,98,ハイタテキ!,2014
℃-ute,99,I miss you,2014
℃-ute,99,THE FUTURE,2014
E-girls,100,E.G.Anthem -WE ARE VENUS-,2014
AKB48,1,僕たちは戦わない,2015
AKB48,2,ハロウィン・ナイト,2015
AKB48,3,Green Flash,2015
AKB48,4,唇にBe My Baby,2015
SKE48,5,コケティッシュ渋滞中,2015
乃木坂46,6,今、話したい誰かがいる,2015
乃木坂46,7,太陽ノック,2015
乃木坂46,8,命は美しい,2015
嵐,9,青空の下、キミのとなり,2015
NMB48,10,Don’t look back!,2015
嵐,11,Sakura,2015
嵐,12,愛を叫べ,2015
Kis-My-Ft2,13,Thank youじゃん!,2015
SKE48,14,前のめり,2015
三代目 J Soul Brothers from EXILE TRIBE,15,starting over,2015
SKE48,16,12月のカンガルー,2015
NMB48,17,ドリアン少年,2015
NMB48,18,Must be now,2015
Kis-My-Ft2,19,Kiss魂,2015
HKT48,20,12秒,2015
関ジャニ∞,21,前向きスクリーム!,2015
HKT48 feat.氣志團,22,しぇからしか!,2015
三代目 J Soul Brothers from EXILE TRIBE,23,O.R.I.O.N.,2015
三代目 J Soul Brothers from EXILE TRIBE,24,Summer Madness,2015
Hey!Say!JUMP,25,キミアトラクション,2015
ラブ・クレッシェンド,26,コップの中の木漏れ日,2015
Kis-My-Ft2,27,AAO,2015
BUMP OF CHICKEN,28,"Hello,world!",2015
BUMP OF CHICKEN,28,コロニー,2015
Kis-My-Ft2,29,最後もやっぱり君,2015
KAT-TUN,30,Dead or Alive,2015
三代目 J Soul Brothers from EXILE TRIBE,31,Unfair World,2015
B’z,32,RED,2015
福山雅治,33,I am a HERO,2015
EXO,34,Love Me Right ～romantic universe～,2015
SMAP,35,華麗なる逆襲,2015
SMAP,35,ユーモアしちゃうよ,2015
関ジャニ∞,36,強く 強く 強く,2015
B’z,37,有頂天,2015
Hey!Say!JUMP,38,Chau#,2015
Hey!Say!JUMP,38,我 I Need You,2015
KinKi Kids,39,夢を見れば傷つくこともある,2015
SMAP,40,Otherside,2015
SMAP,40,愛が止まるまでは,2015
KAT-TUN,41,KISS KISS KISS,2015
東方神起,42,サクラミチ,2015
GENERATIONS from EXILE TRIBE,43,ALL FOR YOU,2015
関ジャニ∞,44,侍唄(さむらいソング),2015
NEWS,45,KAGUYA,2015
JYJ,46,WAKE ME TONIGHT,2015
舞祭組,47,やっちゃった!!,2015
モーニング娘。'15,48,Oh my wish!,2015
モーニング娘。'15,48,スカッとMy Heart,2015
モーニング娘。'15,48,今すぐ飛び込む勇気,2015
仮面女子,49,元気種☆,2015
2PM,50,HIGHER,2015
三代目 J Soul Brothers from EXILE TRIBE,51,STORM RIDERS feat.SLASH,2015
NEWS,52,チュムチュム,2015
SHINee,53,Your Number,2015
Sexy Zone,54,Cha-Cha-Cha チャンピオン,2015
μ's,55,Angelic Angel,2015
星空凛(飯田里穂)・西木野真姫(Pile)・小泉花陽(久保ユリカ),55,"Hello,星を数えて",2015
EXILE,56,Ki・mi・ni・mu・chu,2015
μ's,57,SUNNY DAY SONG,2015
絢瀬絵里(南條愛乃)・東條希(楠田亜衣奈)・矢澤にこ(徳井青空),57,？←HEARTBEAT,2015
μ's,58,僕たちはひとつの光,2015
高坂穂乃果(新田恵海)・南ことり(内田彩)・園田海未(三森すずこ),58,Future style,2015
渋谷すばる,59,記憶,2015
渋谷すばる,59,ココロオドレバ,2015
ジャニーズWEST,60,バリ ハピ,2015
2PM,61,Guilty Love,2015
ジャニーズWEST,62,ズンドコ パラダイス,2015
モーニング娘。'15,63,青春小僧が泣いている,2015
モーニング娘。'15,63,夕暮れは雨上がり,2015
モーニング娘。'15,63,イマココカラ,2015
V6,64,Timeless,2015
EXILE,65,24karats GOLD SOUL,2015
SEKAI NO OWARI,66,ANTI-HERO,2015
防弾少年団,67,I NEED U(Japanese Ver.),2015
"BiBi～絢瀬絵里(南條愛乃),西木野真姫(Pile),矢澤にこ(徳井青空)from μ’s～",68,冬がくれた予感,2015
μ’s,69,HEART to HEART!,2015
UNISON SQUARE GARDEN,71,シュガーソングとビターステップ,2015
SEKAI NO OWARI,72,SOS,2015
SEKAI NO OWARI,72,プレゼント,2015
SUPER☆GiRLS,73,イッチャって♪ ヤッチャって♪,2015
CROSS GENE,74,sHi-tai!,2015
CROSS GENE,74,Love & Peace,2015
A.B.C-Z,75,Moonlight walker,2015
星野源,76,SUN,2015
ももいろクローバーZ,77,青春賦,2015
GENERATIONS from EXILE TRIBE,78,Hard Knock Days,2015
Perfume,79,STAR TRAIN,2015
私立恵比寿中学,81,スーパーヒーロー,2015
三山ひろし,82,お岩木山,2015
防弾少年団,83,FOR YOU,2015
ももいろクローバーZ vs KISS,84,夢の浮世に咲いてみな,2015
EXILE,85,情熱の花,2015
℃-ute,87,嵐を起こすんだ Exciting Fight!,2015
℃-ute,87,ありがとう～無限のエール～,2015
Perfume,88,Relax In The City,2015
Perfume,88,Pick Me Up,2015
山内惠介,89,スポットライト,2015
B1A4,90,白いキセキ,2015
氷川きよし,91,男花(シングルバージョン),2015
氷川きよし,91,愛しのテキーロ,2015
SUPER JUNIOR,92,MAMACITA -AYAYA-,2015
UVERworld,93,僕の言葉ではない これは僕達の言葉,2015
春日未来(山崎はるか)・最上静香(田所あずさ)・伊吹翼(Machico),94,Dreaming!,2015
CINDERELLA PROJECT,95,Star!!,2015
Aqours,96,君のこころは輝いてるかい?,2015
℃-ute,97,The Middle Management～女性中間管理職～,2015
℃-ute,97,我武者LIFE,2015
℃-ute,97,次の角を曲がれ,2015
MAN WITH A MISSION,98,Seven Deadly Sins,2015
MAN WITH A MISSION,99,Raise your flag,2015
INFINITE,100,24時間,2015
AKB48,1,翼はいらない,2016
AKB48,2,君はメロディー,2016
AKB48,3,しあわせを分けなさい,2016
AKB48,3,LOVE TRIP,2016
AKB48,4,ハイテンション,2016
乃木坂46,5,サヨナラの意味,2016
乃木坂46,6,裸足でSummer,2016
嵐,7,I seek,2016
嵐,7,Daylight,2016
乃木坂46,8,ハルジオンが咲く頃,2016
嵐,9,復活LOVE,2016
嵐,10,Power of the Paradise,2016
欅坂46,11,二人セゾン,2016
SMAP,12,世界に一つだけの花,2016
欅坂46,13,世界には愛しかない,2016
欅坂46,14,サイレントマジョリティー,2016
SKE48,15,チキンLINE,2016
NMB48,16,僕はいない,2016
HKT48,17,最高かよ,2016
SKE48,18,金の愛、銀の愛,2016
Hey!Say!JUMP,19,真剣SUNSHINE,2016
HKT48,20,74億分の1の君へ,2016
関ジャニ∞,21,罪と夏,2016
NMB48,22,甘噛み姫,2016
Kis-My-Ft2,23,Sha la la☆Summer Time,2016
Hey!Say!JUMP,24,Fantastic Time,2016
Kis-My-Ft2,25,Gravity,2016
関ジャニ∞,26,NOROSHI,2016
Hi-STANDARD,27,ANOTHER STARTING LINE,2016
BOYS AND MEN,28,YAMATO☆Dancing,2016
KAT-TUN,29,UNLOCK,2016
KinKi Kids,30,薔薇と太陽,2016
Sexy Zone,31,カラフル Eyes,2016
星野源,32,恋,2016
KinKi Kids,33,道は手ずから夢の花,2016
AKB48,34,唇にBe My Baby,2016
関ジャニ∞,35,パノラマ,2016
NEWS,36,恋を知らない君へ,2016
三代目 J Soul Brothers from EXILE TRIBE,37,Welcome to TOKYO,2016
NEWS,38,ヒカリノシズク,2016
NEWS,38,Touch,2016
モーニング娘。'15,39,冷たい風と片思い,2016
モーニング娘。'15,39,ENDLESS SKY,2016
モーニング娘。'15,39,One and Only,2016
KAT-TUN,40,TRAGEDY,2016
EXO,41,Coming Over,2016
氷川きよし,42,みれん心,2016
ジャニーズWEST,43,人生は素晴らしい,2016
μ’s,44,MOMENT RING,2016
防弾少年団,45,RUN-Japanese Ver.-,2016
Sexy Zone,46,よびすて,2016
ジャニーズWEST,47,逆転Winner,2016
桑田佳祐,48,ヨシ子さん,2016
V6,49,Beautiful World,2016
THE YELLOW MONKEY,50,砂の塔,2016
稲葉浩志,51,羽,2016
モーニング娘。'16,52,泡沫サタデーナイト！,2016
モーニング娘。'16,52,The Vision,2016
モーニング娘。'16,52,Tokyoという片隅,2016
イヤミ feat.おそ松×カラ松×チョロ松×一松×十四松×トド松,53,SIX SAME FACES ～今夜は最高!!!!!!～,2016
EXILE,54,Joy-ride ～歓喜のドライブ～,2016
Sexy Zone,57,勝利の日まで,2016
モーニング娘。'16,58,セクシーキャットの演説,2016
モーニング娘。'16,58,ムキダシで向き合って,2016
モーニング娘。'16,58,そうじゃない,2016
BOYS AND MEN,59,BOYMEN NINJA,2016
GENERATIONS from EXILE TRIBE,60,涙,2016
2PM,61,Promise(I’ll be)-Japanese ver.-,2016
ACE OF SPADES×PKCZ(R)feat.登坂広臣,62,TIME FLIES,2016
Flower,63,瞳の奥の銀河,2016
桑田佳祐,64,君への手紙,2016
EXILE THE SECOND,65,YEAH!! YEAH!! YEAH!!,2016
山内惠介,66,流転の波止場,2016
GENERATIONS from EXILE TRIBE,68,PIERROT,2016
Aqours,69,恋になりたいAQUARIUM,2016
"BiBi～絢瀬絵里(南條愛乃),西木野真姫(Pile),矢澤にこ(徳井青空)from μ’s～",70,錯覚CROSSROADS,2016
藤原さくら,71,Soup,2016
SEKAI NO OWARI,72,Hey Ho,2016
VOICE by トト子 feat.おそ松×カラ松×チョロ松×一松×十四松×トド松,73,SIX SHAME FACES ～今夜も最高!!!!!!～,2016
Aqours,74,青空Jumping Heart,2016
安室奈美恵,75,Hero,2016
E-girls,76,Pink Champagne,2016
SHINee,77,君のせいで,2016
水森かおり,78,越後水原,2016
E-girls,79,E.G.summer RIDER,2016
三山ひろし,80,四万十川,2016
Flower,81,やさしさで溢れるように,2016
"lily white～園田海未(三森すずこ),星空凛(飯田里穂),東條希(楠田亜衣奈)from μ’s～",82,思い出以上になりたくて,2016
℃-ute,83,何故 人は争うんだろう?,2016
℃-ute,83,Summer Wind,2016
℃-ute,83,人生はSTEP!,2016
BOYS AND MEN,84,Wanna be!,2016
SUPER JUNIOR,85,Devil,2016
SUPER JUNIOR,85,Magic,2016
コブクロ,86,未来,2016
ShuuKaRen,87,UNIVERSE,2016
林部智史,88,あいたい,2016
安室奈美恵,89,Dear Diary,2016
安室奈美恵,89,Fighter,2016
WANIMA,90,JUICE UP!!,2016
ももいろクローバーZ,91,ザ・ゴールデン・ヒストリー,2016
℃-ute,92,夢幻クライマックス,2016
℃-ute,92,愛はまるで静電気,2016
℃-ute,92,Singing～あの頃のように～,2016
iKON,93,DUMB & DUMBER,2016
ワルキューレ,94,一度だけの恋なら,2016
ワルキューレ,94,ルンがピカッと光ったら,2016
米津玄師,95,LOSER,2016
米津玄師,95,ナンバーナイン,2016
L’Arc～en～Ciel,96,Wings Flap,2016
SUPER☆GiRLS,97,ラブサマ!!!,2016
ラブ・クレッシェンド,98,コップの中の木漏れ日,2016
アンジュルム,99,次々続々,2016
アンジュルム,99,糸島Distance,2016
アンジュルム,99,恋ならとっくに始まってる,2016
Aqours,100,ジングルベルがとまらない,2016
AKB48,1,願いごとの持ち腐れ,2017
AKB48,3,11月のアンクレット,2017
AKB48,4,シュートサイン,2017
乃木坂46,5,逃げ水,2017
乃木坂46,6,インフルエンサー,2017
乃木坂46,7,いつかできるから今日できる,2017
欅坂46,8,不協和音,2017
欅坂46,9,風に吹かれても,2017
嵐,10,Doors ～勇気の軌跡～,2017
嵐,11,I’ll be there,2017
嵐,12,つなぐ,2017
BTS (防弾少年団),13,MIC Drop,2017
BTS (防弾少年団),13,DNA,2017
BTS (防弾少年団),13,Crystal Snow,2017
SKE48,14,意外にマンゴー,2017
NMB48,15,僕以外の誰か,2017
関ジャニ∞,16,なぐりガキBEAT,2017
Hey!Say!JUMP,17,OVER THE TOP,2017
Hey! Say! JUMP,18,Precious Girl,2017
A.Y.T.,18,Are You There?,2017
Hey!Say!JUMP,19,Give Me Love,2017
関ジャニ∞,20,奇跡の人,2017
HKT48,21,バグっていいじゃん,2017
BTS (防弾少年団),22,血、汗、涙 -Japanese ver.-,2017
HKT48,23,キスは待つしかないのでしょうか?,2017
TWICE,24,One More Time,2017
関ジャニ∞,25,応答セヨ,2017
星野源,26,Family Song,2017
Kis-My-Ft2,27,SEVEN WISHES),2017
Kis-My-Ft2,27,君のいる世界,2017
Kis-My-Ft2,27,Tonight,2017
亀と山P,28,背中越しのチャンス,2017
KinKi Kids,29,The Red Light,2017
NGT48,30,青春時計,2017
Kis-My-Ft2,31,PICK IT UP,2017
Kis-My-Ft2,32,赤い果実,2017
舞祭組,33,道しるべ,2017
BOYS AND MEN,34,帆を上げろ!,2017
NEWS,35,EMMA,2017
Mr.Children,36,himawari,2017
Mr.Children,37,ヒカリノアトリエ,2017
B’z,38,声明,2017
B’z,38,Still Alive,2017
ジャニーズWEST,39,Ya!Hot!Hot!,2017
ジャニーズWEST,39,おーさか☆愛・EYE・哀,2017
NGT48,40,世界はどこまで青空なのか?,2017
Sexy Zone,41,ROCK THA TOWN,2017
欅坂46,42,二人セゾン,2017
V6,43,Can’t Get Enough,2017
V6,43,ハナヒラケ,2017
Sexy Zone,44,ぎゅっと,2017
QUARTET NIGHT,45,God’s S.T.A.R.,2017
ジャニーズWEST,46,僕ら今日も生きている,2017
ジャニーズWEST,46,考えるな、燃えろ!!,2017
氷川きよし,47,男の絶唱,2017
星野源,48,恋,2017
モーニング娘。'17,49,邪魔しないで Here We Go！,2017
モーニング娘。'17,49,弩級のゴーサイン,2017
モーニング娘。'17,49,若いんだし！,2017
三代目 J Soul Brothers from EXILE TRIBE,50,HAPPY,2017
祭nine.,51,嗚呼、夢神輿,2017
V6,52,COLORS,2017
V6,52,太陽と月のこどもたち,2017
GENERATIONS from EXILE TRIBE,53,BIG CITY RODEO,2017
765 MILLION ALLSTARS,54,Brand New Theater!,2017
315 STARS,55,Reason!!,2017
SHINee,56,Winter Wonderland,2017
SMAP,57,世界に一つだけの花,2017
刀剣男士 formation of 三百年,58,勝利の凱歌,2017
超特急,59,My Buddy,2017
モーニング娘。'17,60,BRAND NEW MORNING,2017
モーニング娘。'17,60,ジェラシー ジェラシー,2017
グリーンボーイズ,61,キセキ),2017
グリーンボーイズ,61,道,2017
グリーンボーイズ,61,声,2017
島村卯月(大橋彩香)、小日向美穂(津田美波)、佐久間まゆ(牧野由依)、櫻井桃華(照井春佳)、双葉杏(五十嵐裕美),62,キラッ!満開スマイル,2017
SEKAI NO OWARI,63,RAIN,2017
私立恵比寿中学,64,シンガロン・シンガソン,2017
THE RAMPAGE from EXILE TRIBE,65,Lightning,2017
島村卯月(大橋彩香)、小日向美穂(津田美波)、五十嵐響子(種崎敦美),66,ラブレター(M@STER VERSION),2017
Aqours,67,未来の僕らは知ってるよ,2017
山内惠介,68,愛が信じられないなら,2017
E-girls,69,Love☆Queen,2017
米津玄師,70,ピースサイン,2017
超特急,71,超ネバギバDANCE,2017
倉木麻衣,72,渡月橋 ～君 想ふ～,2017
福山雅治,73,聖域,2017
島村卯月(大橋彩香)、渋谷凛(福原綾香)、本田未央(原紗友里)、赤城みりあ(黒沢ともよ)、安部菜々(三宅麻理恵),74,Yes! Party Time!! (M@STER VERSION),2017
Aqours,75,HAPPY PARTY TRAIN,2017
℃-ute,76,To Tomorrow,2017
℃-ute,76,ファイナルスコール,2017
℃-ute,76,The Curtain Rises,2017
WANIMA,77,これだけは),2017
WANIMA,77,ララバイ,2017
WANIMA,77,CHARM,2017
渋谷凛(福原綾香)、上条春菜(長島光那)、神谷奈緒(松井恵理子)、神崎蘭子(内田真礼)、三船美優(原田彩楓),79,エチュードは1曲だけ,2017
竹島宏,80,月枕,2017
Flower,81,たいようの哀悼歌,2017
多田李衣菜(青木瑠璃子)、木村夏樹(安野希世乃),82,Jet to the Future,2017
城ヶ崎莉嘉(山本希望)、緒方智絵里(大空直美)、北条加蓮(渕上舞)、川島瑞樹(東山奈央)、大槻唯(山下七海),83,BEYOND THE STARLIGHT,2017
Perfume,84,TOKYO GIRL,2017
UVERworld,85,一滴の影響,2017
水森かおり,86,早鞆ノ瀬戸,2017
MAG!C☆PRINCE,87,YUME no MELODY,2017
MAG!C☆PRINCE,87,Dreamland,2017
BOYS AND MEN 研究生,88,ドドンコ Don’t worry,2017
コブクロ,89,心,2017
乃木坂46,90,サヨナラの意味,2017
LiSA,91,Catch the Moment,2017
A.B.C-Z,92,Reboot!!!,2017
小沢健二,93,流動体について,2017
双葉杏(五十嵐裕美)、諸星きらり(松嵜麗),94,あんきら!?狂騒曲 (M@STER VERSION),2017
島村卯月(大橋彩香)、渋谷凛(福原綾香)、本田未央(原紗友里)、城ヶ崎美嘉(佳村はるか)、多田李衣菜(青木瑠璃子),95,Treasure☆(M@STER VERSION),2017
Perfume,96,If you wanna,2017
欅坂46,98,サイレントマジョリティー,2017
ももいろクローバーZ,99,BLAST!,2017
刀剣男士 team新撰組 with蜂須賀虎徹,100,ユメひとつ,2017
